Well_Name,Depth,GR,RESD,RESS,RHOB,NEUTRON,Vshale,PHIE,Sw,PERM
Well-04,2261,32.4369,73.2749,55.3499,2.5703,0.2064,0.4038,0.0301,0.3346,0.005
Well-04,2261.5,26.9645,71.2206,48.5993,2.5424,0.2178,0.4137,0.0372,0.3175,0.0118
Well-04,2262,31.3456,60.9811,67.957,2.5162,0.2069,0.3597,0.0523,0.3449,0.2096
Well-04,2262.5,33.7696,52.5017,46.9969,2.4878,0.2237,0.3912,0.0558,0.3569,0.3095
Well-04,2263,39.2368,42.0035,28.3647,2.4938,0.2354,0.4101,0.06,0.3951,0.4832
Well-04,2263.5,42.7052,41.5084,25.4183,2.492,0.3242,0.6427,0.0423,0.3444,0.02
Well-04,2264,47.43,47.1973,26.1873,2.5111,0.388,0.7986,0.0338,0.2716,0.008
Well-04,2264.5,58.2002,42.7081,31.2328,2.5177,0.391,0.7853,0.0423,0.2848,0.0201
Well-04,2265,53.4653,33.0975,21.7047,2.5239,0.3185,0.5795,0.0689,0.358,1.1277
Well-04,2265.5,51.0626,22.7163,18.974,2.551,0.2346,0.3464,0.0948,0.4745,7.8898
Well-04,2266,56.9372,13.6917,15.7035,2.5339,0.2099,0.283,0.0996,0.6585,10.6099
Well-04,2266.5,70.4344,9.8948,10.0883,2.5407,0.2231,0.3252,0.0934,0.8147,7.1843
Well-04,2267,81.7522,8.3277,7.9912,2.5176,0.2795,0.5055,0.0649,1,0.7793
Well-04,2267.5,80.6504,13.971,5.8096,2.5197,0.3603,0.7746,0.0203,0.9263,0.001
Well-04,2268,79.9202,15.4915,8.1198,2.4986,0.3773,0.8903,0.0001,0.8533,0
Well-04,2268.5,72.2375,18.5312,5.0352,2.3979,0.346,0.8263,0.0001,0.7686,0
Well-04,2269,59.6153,15.5017,2.3721,2.2585,0.3273,0.2567,0.1403,0.4499,86.0943
Well-04,2269.5,53.7739,8.7746,1.5591,2.1232,0.4005,0.248,0.178,0.5151,367.9349
Well-04,2270,46.7893,9.622,1.7046,2.0508,0.5127,0.2733,0.2089,0.4173,969.8007
Well-04,2270.5,50.4594,7.4961,2.0186,1.9416,0.6001,0.3517,0.2109,0.4535,1009.9039
Well-04,2271,52.4674,6.8994,1.4416,1.7152,0.5946,0.4257,0.191,0.4937,564.4788
Well-04,2271.5,57.8085,7.1167,1.1804,1.5628,0.4898,0.54,0.1354,0.6163,69.3997
Well-04,2272,60.345,7.7425,2.2421,1.6679,0.3688,0.6686,0.0626,0.9425,0.6267
Well-04,2272.5,64.361,8.821,12.331,1.9901,0.2811,0.688,0.0058,1,0
Well-04,2273,74.4172,8.9703,24.5364,2.254,0.3054,0.6883,0.0149,1,0.0003
Well-04,2273.5,83.5733,8.5856,90.7881,2.3166,0.3167,0.7226,0.0081,1,0
Well-04,2274,89.3564,5.1627,24.8683,2.1778,0.3247,0.7514,0.0011,1,0
Well-04,2274.5,86.2531,3.5892,6.1194,1.9854,0.3816,0.7522,0.0208,1,0.0011
Well-04,2275,78.3748,3.2854,2.7258,1.8926,0.424,0.6929,0.0434,1,0.0222
Well-04,2275.5,72.4092,3.6414,3.399,2.0189,0.4184,0.6189,0.0565,1,0.3347
Well-04,2276,71.0028,4.556,6.6584,2.2505,0.3552,0.576,0.0481,1,0.034
Well-04,2276.5,69.3809,7.2952,9.7952,2.3767,0.3255,0.5817,0.0355,1,0.0097
Well-04,2277,75.5519,12.4122,6.2377,2.358,0.3436,0.6357,0.0287,1,0.0041
Well-04,2277.5,77.5059,12.4075,8.5172,2.2576,0.4135,0.6927,0.0361,0.8794,0.0105
Well-04,2278,83.1439,8.1903,5.4235,2.1467,0.5037,0.7289,0.0457,1,0.0275
Well-04,2278.5,78.4332,6.2659,2.6091,1.9873,0.5598,0.7356,0.0409,1,0.0175
Well-04,2279,72.5761,5.0998,1.4583,1.8019,0.5864,0.7248,0.0501,1,0.1611
Well-04,2279.5,62.9011,4.9505,1.4131,1.5911,0.5689,0.6733,0.057,1,0.352
Well-04,2280,60.1838,5.2461,1.9029,1.5081,0.6005,0.6263,0.0865,1,4.5073
Well-04,2280.5,59.1566,5.8374,1.8884,1.5279,0.6342,0.5906,0.1089,0.8198,18.322
Well-04,2281,62.4424,6.5125,1.8414,1.5769,0.7155,0.536,0.1428,0.6351,95.9702
Well-04,2281.5,56.9453,7.1226,2.5858,1.5817,0.6897,0.6003,0.1239,0.6494,40.3437
Well-04,2282,56.1627,8.145,3.7372,1.6242,0.7067,0.642,0.1185,0.6027,30.7407
Well-04,2282.5,51.6281,9.7196,3.6732,1.8669,0.5559,0.6188,0.0769,0.7676,2.1986
Well-04,2283,47.625,11.4608,5.5124,2.1568,0.4276,0.5195,0.0464,1,0.0292
Well-04,2283.5,39.3688,13.0994,7.8252,2.2762,0.2552,0.366,0.0059,1,0
Well-04,2284,34.2285,17.3195,15.8584,2.1448,0.2259,0.2569,0.036,1,0.0104
Well-04,2284.5,37.3188,17.832,9.6596,1.9327,0.3022,0.2618,0.0865,0.6806,4.4908
Well-04,2285,47.9481,8.1081,4.6051,1.741,0.4546,0.3506,0.1264,0.7229,45.6273
Well-04,2285.5,58.4295,5.1455,2.4851,1.5805,0.5237,0.4667,0.1148,0.9504,25.3308
Well-04,2286,64.8186,4.0382,1.5512,1.5007,0.437,0.5578,0.0415,1,0.0184
Well-04,2286.5,61.3668,4.2395,3.1027,1.6395,0.281,0.5817,0.0001,1,0
Well-04,2287,55.8141,4.6431,6.7107,1.9592,0.1835,0.5536,0.0001,1,0
Well-04,2287.5,49.2425,5.7692,17.6636,2.2636,0.1959,0.0756,0.0522,1,0.206
Well-04,2288,45.4058,8.7648,141.007,2.4194,0.1977,0.2428,0.0325,1,0.0068
Well-04,2288.5,43.136,17.3147,80.1574,2.448,0.2089,0.2523,0.0334,1,0.0076
Well-04,2289,45.7091,20.271,19.3382,2.4323,0.2519,0.309,0.0412,1,0.0179
Well-04,2289.5,56.2833,17.711,11.0131,2.4441,0.2664,0.3787,0.0461,0.9897,0.0286
Well-04,2290,63.6951,16.7285,10.3359,2.4251,0.283,0.4575,0.0686,0.7148,1.0948
Well-04,2290.5,66.4158,15.4454,7.9421,2.3762,0.293,0.4307,0.0926,0.6064,6.8309
Well-04,2291,66.4158,14.2098,7.1116,2.2486,0.3255,0.3767,0.1347,0.483,67.1166
Well-04,2291.5,66.4059,13.8878,6.889,2.1698,0.3441,0.3357,0.1632,0.4246,216.2973
Well-04,2292,63.4231,16.9517,7.8608,2.1399,0.3164,0.2409,0.1939,0.3443,618.5276
Well-04,2292.5,57.3991,13.1765,6.7008,2.168,0.3524,0.351,0.1916,0.3757,575.2651
Well-04,2293,58.2912,9.2445,4.6983,2.1536,0.4525,0.5063,0.1801,0.4416,395.2761
Well-04,2293.5,64.5598,7.9303,3.4342,2.1628,0.4887,0.5446,0.1626,0.5151,211.4121
Well-04,2294,67.9672,13.8118,8.9854,2.2214,0.4326,0.5354,0.1329,0.4464,61.7694
Well-04,2294.5,64.3346,20.9085,17.5115,2.3265,0.2929,0.3785,0.1068,0.4676,16.3053
Well-04,2295,57.5804,28.4593,25.5309,2.397,0.2328,0.3053,0.0497,0.7964,0.0388
Well-04,2295.5,46.6887,34.7994,29.2911,2.4238,0.1926,0.2351,0.047,0.7891,0.0308
Well-04,2296,39.9894,33.5568,18.5654,2.4189,0.1777,0.1937,0.0523,0.7742,0.2088
Well-04,2296.5,33.7828,50.0698,17.4015,2.4157,0.1717,0.1757,0.0499,0.6443,0.0394
Well-04,2297,40.3709,49.3636,24.1997,2.3857,0.1847,0.1759,0.0499,0.6499,0.0394
Well-04,2297.5,47.1292,22.2252,5.7683,2.2535,0.2325,0.4258,0.0078,1,0
Well-04,2298,59.9298,12.046,3.1717,2.0182,0.3754,0.4727,0.0063,1,0
Well-04,2298.5,60.461,10.4565,2.7805,1.8017,0.4992,0.4719,0.0904,0.7624,5.9066
Well-04,2299,61.4788,18.6228,4.5453,1.693,0.5673,0.4138,0.1245,0.4294,41.4376
Well-04,2299.5,58.9008,31.2317,11.0043,1.7487,0.5938,0.3932,0.1435,0.2847,98.7071
Well-04,2300,65.7548,20.6055,17.4331,1.818,0.5752,0.4479,0.1343,0.3702,65.9846
Well-04,2300.5,84.2265,13.2351,13.1594,1.8993,0.5689,0.5952,0.0956,0.5724,8.311
Well-04,2301,98.8301,8.9724,8.9977,1.9474,0.55,0.7648,0.0463,1,0.0289
Well-04,2301.5,106.9449,7.3111,5.3071,1.9727,0.5321,0.8138,0.0168,1,0.0005
Well-04,2302,100.8289,6.3679,4.1134,1.9343,0.5483,0.7974,0.0107,1,0.0001
Well-04,2302.5,97.178,7.6026,5.8908,1.8692,0.5837,0.6984,0.0172,1,0.0005
Well-04,2303,98.102,10.1395,10.1344,1.8311,0.617,0.7058,0.0104,1,0.0001
Well-04,2303.5,98.9198,13.3577,17.7712,1.7878,0.6479,0.7123,0.0012,1,0
Well-04,2304,96.9118,16.5758,25.408,1.8174,0.6277,0.6963,0.0001,1,0
Well-04,2304.5,99.7878,21.2004,25.6437,1.9353,0.5674,0.7752,0.0001,1,0
Well-04,2305,108.3372,26.4878,22.3917,2.1853,0.4287,0.8047,0.0001,0.8084,0
Well-04,2305.5,116.5518,31.7694,18.8466,2.3784,0.3318,0.7652,0.0001,0.7087,0
Well-04,2306,105.6325,38.5334,14.0817,2.4453,0.2805,0.6889,0.0001,0.6491,0
Well-04,2306.5,77.366,53.4436,14.9551,2.4175,0.2431,0.301,0.123,0.2554,38.6228
Well-04,2307,52.0055,65.8414,24.2333,2.3705,0.2076,0.1705,0.1597,0.1781,189.8918
Well-04,2307.5,41.6004,57.9471,22.4626,2.3591,0.1876,0.1128,0.1695,0.1803,272.448
Well-04,2308,45.0408,50.5009,17.9008,2.3687,0.1803,0.1063,0.1635,0.2008,219.0111
Well-04,2308.5,46.6302,47.8954,32.703,2.3848,0.1802,0.123,0.1525,0.2208,143.185
Well-04,2309,51.1938,47.7749,34.9109,2.4039,0.1807,0.1441,0.1388,0.2418,80.6287
Well-04,2309.5,48.5752,47.5055,35.3661,2.4117,0.1945,0.1839,0.1316,0.2551,58.3443
Well-04,2310,46.0723,46.6148,26.4851,2.4077,0.1866,0.1618,0.135,0.2516,67.9829
Well-04,2310.5,39.1355,56.5163,29.1199,2.3892,0.1868,0.1427,0.1483,0.2074,120.8527
Well-04,2311,34.6161,78.6347,28.7493,2.3723,0.1838,0.1182,0.1605,0.1611,195.6856
Well-04,2311.5,37.8894,122.1593,42.4832,2.3624,0.1909,0.1239,0.167,0.1225,248.6131
Well-04,2312,34.7861,173.9751,58.551,2.3514,0.1796,0.0865,0.1761,0.0963,343.7509
Well-04,2312.5,27.6856,255.9389,50.0439,2.3481,0.1695,0.06,0.1799,0.0766,392.0466
Well-04,2313,14.5896,407.5578,56.976,2.3433,0.1563,0.0248,0.1857,0.0579,475.6848
Well-04,2313.5,10.3978,486.2842,50.3983,2.3368,0.1602,0.0246,0.191,0.0513,565.5945
Well-04,2314,15.6916,385.2159,57.141,2.3295,0.159,0.0164,0.196,0.0567,661.491
Well-04,2314.5,17.6523,305.138,43.6402,2.3247,0.1576,0.0082,0.199,0.0633,726.1144
Well-04,2315,20.9121,243.7116,39.7182,2.3245,0.1596,0.0125,0.1984,0.0717,712.1254
Well-04,2315.5,22.3725,208.4677,47.6754,2.3257,0.1631,0.0218,0.1964,0.0787,669.779
Well-04,2316,25.7529,178.5526,40.5524,2.3299,0.173,0.049,0.1918,0.0875,579.6165
Well-04,2316.5,25.9643,160.7149,35.1284,2.333,0.176,0.059,0.1893,0.0938,534.1093
Well-04,2317,26.2985,144.7775,35.3058,2.3355,0.1765,0.0628,0.1878,0.0999,510.1164
Well-04,2317.5,27.857,128.5469,43.6473,2.3334,0.1745,0.0559,0.1896,0.1055,540.1177
Well-04,2318,31.1333,115.98,40.805,2.3191,0.1777,0.0482,0.1986,0.1068,715.6141
Well-04,2318.5,31.5292,109.754,36.6672,2.3049,0.1833,0.0461,0.2067,0.1058,914.8207
Well-04,2319,33.7096,103.9771,33.0724,2.307,0.181,0.0432,0.2053,0.1097,877.9436
Well-04,2319.5,35.7685,100.1535,33.4436,2.3273,0.1828,0.0685,0.1911,0.1198,566.6807
Well-04,2320,35.0488,94.4322,36.413,2.3321,0.1807,0.0689,0.1878,0.1257,509.3763
Well-04,2320.5,35.4139,86.2035,29.8429,2.3296,0.1767,0.0569,0.1899,0.1306,544.8268
Well-04,2321,34.2677,83.2306,29.1075,2.3293,0.1689,0.0388,0.1909,0.1324,563.0527
Well-04,2321.5,35.17,80.6053,32.7758,2.3525,0.1713,0.0689,0.1745,0.1468,325.3088
Well-04,2322,34.7637,78.9048,32.9468,2.3622,0.1761,0.0898,0.1673,0.1545,251.8249
Well-04,2322.5,30.5747,77.6584,30.2971,2.3618,0.1711,0.0781,0.1679,0.1554,257.0555
Well-04,2323,25.8286,77.4861,28.9762,2.3466,0.1665,0.0517,0.1797,0.1458,388.9409
Well-04,2323.5,23.5689,83.7871,29.7106,2.3376,0.1703,0.0509,0.1849,0.1361,462.9459
Well-04,2324,24.2895,90.7435,30.7792,2.3321,0.1843,0.0769,0.1875,0.1286,504.2193
Well-04,2324.5,25.0196,99.4084,33.0891,2.3336,0.1888,0.0889,0.1849,0.1241,463.1965
Well-04,2325,22.7599,111.2784,32.5063,2.3325,0.1933,0.0981,0.1849,0.1168,463.6597
Well-04,2325.5,20.9345,126.4403,35.4717,2.3258,0.2001,0.1065,0.1881,0.1073,514.6258
Well-04,2326,24.9617,133.5307,38.3746,2.3092,0.2029,0.0953,0.1995,0.0985,736.5654
Well-04,2326.5,25.8714,112.7137,57.6933,2.2911,0.2011,0.0722,0.2122,0.1017,1034.6527
Well-04,2327,27.9974,101.0024,50.9336,2.2797,0.1881,0.0305,0.2215,0.1036,1234.709
Well-04,2327.5,27.256,83.8357,38.8354,2.2763,0.1936,0.0395,0.2238,0.1134,1286.8662
Well-04,2328,28.7163,63.2886,27.0875,2.2762,0.1969,0.0471,0.2238,0.1319,1286.2133
Well-04,2328.5,31.7145,49.3348,21.2184,2.3003,0.2011,0.082,0.2068,0.1625,917.3995
Well-04,2329,35.1829,43.0793,20.2609,2.3346,0.1875,0.0869,0.1836,0.1958,443.3874
Well-04,2329.5,40.2082,40.3472,27.5975,2.3785,0.18,0.116,0.1526,0.2419,143.5043
Well-04,2330,39.4651,41.6384,26.8929,2.3993,0.1584,0.0884,0.1396,0.2588,83.4144
Well-04,2330.5,38.0048,46.3281,32.9065,2.4277,0.1463,0.0906,0.1225,0.2768,37.5542
Well-04,2331,35.3647,52.6695,36.5709,2.4496,0.1302,0.077,0.1122,0.2808,22.0138
Well-04,2331.5,36.6018,58.9111,33.258,2.4649,0.1294,0.0911,0.1043,0.2835,14.0843
Well-04,2332,38.0622,63.8453,34.7817,2.4626,0.1275,0.0845,0.107,0.2649,16.4785
Well-04,2332.5,35.8595,69.0744,29.96,2.4389,0.1442,0.0977,0.1231,0.2222,38.7065
Well-04,2333,32.9835,75.8462,28.6486,2.4071,0.1633,0.1077,0.1442,0.1818,101.515
Well-04,2333.5,27.6897,79.9112,32.9408,2.3667,0.1787,0.1074,0.1658,0.1548,238.0605
Well-04,2334,24.5942,73.9189,33.6902,2.3377,0.1768,0.0718,0.1857,0.1449,475.2021
Well-04,2334.5,23.6773,62.0301,27.716,2.324,0.1804,0.0655,0.1938,0.1529,616.5452
Well-04,2335,25.4611,51.0558,22.8458,2.3235,0.1931,0.0951,0.1905,0.1725,556.4731
Well-04,2335.5,26.7312,42.9775,19.9354,2.3275,0.2011,0.1183,0.1854,0.1942,471.8179
Well-04,2336,25.6359,38.9538,18.7472,2.3375,0.2036,0.116,0.1833,0.207,438.7708
Well-04,2336.5,22.0267,38.2177,22.5214,2.3424,0.1978,0.0833,0.1877,0.2045,507.559
Well-04,2337,20.2724,37.6892,28.0768,2.3434,0.2084,0.0683,0.1953,0.1983,646.6413
Well-04,2337.5,20.6471,35.7583,23.4738,2.3389,0.1985,0.0713,0.1917,0.2076,578.1102
Well-04,2338,19.7369,33.8274,18.8708,2.3367,0.2036,0.0707,0.1935,0.212,611.7762
Well-04,2338.5,23.4992,32.5673,17.128,2.3408,0.1925,0.0744,0.1852,0.2256,468.4926
Well-04,2339,20.934,31.326,15.4655,2.3433,0.194,0.0735,0.1847,0.231,460.0482
Well-04,2339.5,22.9394,29.5875,15.7564,2.3302,0.1895,0.0644,0.1905,0.2313,555.7964
Well-04,2340,18.9305,30.6935,16.5463,2.314,0.184,0.022,0.2053,0.2112,877.2994
Well-04,2340.5,18.6138,32.623,17.3447,2.3062,0.1841,0.0314,0.2055,0.2042,882.4787
Well-04,2341,19.344,34.1392,17.0567,2.3211,0.1858,0.0401,0.1974,0.207,690.3002
Well-04,2341.5,19.3368,35.1494,17.6394,2.3347,0.1911,0.0466,0.1926,0.2086,594.4682
Well-04,2342,18.7205,35.4984,17.8408,2.34,0.1935,0.0517,0.1907,0.2095,559.3422
Well-04,2342.5,18.7205,34.6863,17.9479,2.3346,0.1934,0.0515,0.1933,0.2094,607.0934
Well-04,2343,17.0776,32.8762,15.9911,2.3215,0.1938,0.0466,0.2003,0.2083,754.5803
Well-04,2343.5,17.47,32.0227,16.6312,2.3064,0.2058,0.0451,0.2118,0.2004,1026.749
Well-04,2344,15.6446,31.1035,17.5647,2.2956,0.2031,0.0327,0.2183,0.1977,1163.3142
Well-04,2344.5,16.1922,29.0894,18.1489,2.2991,0.2013,0.0246,0.2182,0.2051,1160.3135
Well-04,2345,13.4517,25.2025,18.3493,2.3084,0.1836,0.0243,0.2071,0.2328,926.3085
Well-04,2345.5,13.0867,20.965,14.6255,2.3195,0.1834,0.0304,0.2011,0.2644,772.4669
Well-04,2346,16.555,18.258,14.5039,2.3267,0.1848,0.0471,0.1951,0.293,643.1205
Well-04,2346.5,21.2965,16.0654,17.2088,2.335,0.1835,0.077,0.183,0.3336,434.9348
Well-04,2347,22.9481,14.3168,13.1116,2.3352,0.1722,0.0582,0.1815,0.3576,414.4431
Well-04,2347.5,20.0273,12.8695,10.4178,2.3167,0.1645,0.0198,0.1962,0.3518,664.612
Well-04,2348,16.3764,14.6449,13.6604,2.3052,0.1644,0.0071,0.2048,0.315,864.2486
Well-04,2348.5,14.5101,15.118,10.4237,2.3125,0.1616,0.0084,0.1992,0.3179,729.9218
Well-04,2349,13.4148,16.6063,10.867,2.3443,0.1543,0.0414,0.1819,0.3295,419.8237
Well-04,2349.5,14.145,19.7371,13.4223,2.3601,0.1562,0.0535,0.1717,0.3173,295.1129
Well-04,2350,13.4536,22.8995,15.02,2.3649,0.1624,0.0538,0.1689,0.2976,266.5844
Well-04,2350.5,13.8187,24.5986,16.0257,2.3637,0.1644,0.0707,0.1681,0.2876,259.4974
Well-04,2351,14.1838,25.2164,17.5389,2.3667,0.1565,0.0672,0.1667,0.286,246.7207
Well-04,2351.5,14.1772,24.4359,18.1597,2.3638,0.1436,0.0359,0.1709,0.2842,286.5108
Well-04,2352,14.1833,22.5494,20.0828,2.362,0.1387,0.0227,0.1729,0.2935,307.3181
Well-04,2352.5,13.3966,20.2148,18.8752,2.3616,0.13,0.0018,0.1748,0.308,328.7507
Well-04,2353,14.1339,17.3723,16.7617,2.3674,0.1447,0.0415,0.1681,0.3467,259.2096
Well-04,2353.5,16.3184,15.1738,14.4464,2.3678,0.1446,0.0426,0.1678,0.3736,256.162
Well-04,2354,18.3829,13.6397,16.0154,2.3608,0.1561,0.0381,0.1721,0.3861,299.2135
Well-04,2354.5,21.1139,12.5345,14.2353,2.3507,0.1421,0.0191,0.1795,0.3881,387.3419
Well-04,2355,19.1122,11.8191,13.6276,2.3581,0.1467,0.0375,0.1738,0.4132,317.2402
Well-04,2355.5,15.2409,11.6699,13.4743,2.3663,0.1471,0.0469,0.1683,0.4289,260.9545
Well-04,2356,10.6773,11.467,13.8047,2.374,0.1592,0.0519,0.1635,0.4451,218.7343
Well-04,2356.5,9.5811,11.2416,14.0129,2.3627,0.1526,0.0379,0.1711,0.4308,288.5738
Well-04,2357,11.4444,10.9975,13.8534,2.3556,0.1486,0.038,0.175,0.4265,331.8376
Well-04,2357.5,13.2698,10.7487,13.1915,2.3534,0.1444,0.0273,0.1772,0.4268,357.6454
Well-04,2358,15.2795,10.5097,12.3446,2.357,0.141,0.023,0.1756,0.4357,338.6038
Well-04,2358.5,15.8271,10.2796,11.3718,2.3515,0.1391,0.0129,0.1797,0.4313,390.0489
Well-04,2359,13.2715,9.9456,11.8367,2.3433,0.1342,0,0.1855,0.4259,473.3782
Well-04,2359.5,15.8201,9.7807,11.5423,2.3488,0.1314,0,0.1824,0.4368,426.2751
Well-04,2360,12.5913,9.8056,10.9022,2.3666,0.1305,0.008,0.1715,0.4626,292.8275
Well-04,2360.5,13.504,10.364,11.9325,2.3782,0.1305,0.0198,0.1638,0.4691,221.0805
Well-04,2361,12.4087,11.4991,13.5288,2.3787,0.1348,0.0201,0.1634,0.4446,217.93
Well-04,2361.5,15.4613,12.7973,16.1307,2.3811,0.1295,0.011,0.1628,0.4213,212.7873
Well-04,2362,16.4085,14.2867,19.3826,2.3849,0.1274,0.0196,0.1599,0.4038,191.1373
Well-04,2362.5,14.7725,16.1939,16.4622,2.3835,0.1303,0.025,0.1602,0.3768,193.3566
Well-04,2363,15.0881,19.1261,22.7595,2.3761,0.1276,0.0111,0.1653,0.3345,233.8339
Well-04,2363.5,15.0536,23.4584,28.9195,2.3691,0.1301,0.0098,0.168,0.2951,258.3904
Well-04,2364,17.6024,27.6248,26.9956,2.3602,0.1278,0,0.1736,0.262,314.9342
Well-04,2364.5,27.6856,22.9337,17.0688,2.2896,0.1804,0.1717,0.0436,1,0.0227
Well-04,2365,54.9944,15.8906,13.5791,2.1664,0.2711,0.365,0.0001,1,0
Well-04,2365.5,81.2809,7.5877,6.7052,2.0958,0.3188,0.5763,0.0001,1,0
Well-04,2366,101.9086,5.217,2.3443,2.1684,0.3007,0.7421,0.0001,1,0
Well-04,2366.5,110.2503,6.2292,4.1117,2.3403,0.2504,0.8693,0.0001,1,0
Well-04,2367,112.4408,9.8802,8.699,2.4141,0.2579,0.8795,0.0001,1,0
Well-04,2367.5,113.5361,7.7207,7.3541,2.3,0.3418,0.9588,0.0001,1,0
Well-04,2368,109.6995,4.9064,2.9286,2.1506,0.4101,0.9234,0.0001,1,0
Well-04,2368.5,102.9453,4.6527,2.8886,2.12,0.427,0.8611,0.0001,1,0
Well-04,2369,98.3816,4.6976,4.2893,2.1593,0.3954,0.8191,0.0136,1,0
Well-04,2369.5,96.3431,4.6544,3.2878,2.2024,0.3577,0.8002,0.0001,1,0
Well-04,2370,102.5819,4.7042,3.3119,2.2496,0.3853,0.8578,0.0001,1,0
Well-04,2370.5,105.5026,4.8682,3.4854,2.363,0.4104,0.9207,0.0001,1,0
Well-04,2371,101.304,5.1392,4.2541,2.4421,0.4243,0.9388,0.0001,1,0
Well-04,2371.5,96.3431,5.2463,3.8079,2.4392,0.4171,0.9373,0.0001,1,0
Well-04,2372,90.163,5.1242,3.1365,2.4156,0.3785,0.9071,0.0021,1,0
Well-04,2372.5,89.2429,5.4718,3.9732,2.407,0.4257,0.9022,0.0161,1,0
Well-04,2373,88.5402,5.9279,3.93,2.3899,0.4362,0.8929,0.0378,1,0
Well-04,2373.5,88.3312,6.14,3.2346,2.3545,0.4768,0.9177,0.0302,1,0
Well-04,2374,89.2513,6.5318,4.6102,2.3463,0.4348,0.8816,0.0412,1,0
Well-04,2374.5,90.0787,7.3353,5.7199,2.3607,0.4686,0.9271,0.0252,1,0
Well-04,2375,92.6343,8.2066,5.0818,2.407,0.4524,0.892,0.0315,1,0
Well-04,2375.5,96.8617,8.4244,4.6608,2.4072,0.4957,0.9004,0.0286,1,0
Well-04,2376,91.2607,8.2997,4.3535,2.4119,0.464,0.9199,0.0261,1,0
Well-04,2376.5,92.0474,8.2297,4.5931,2.3875,0.4706,0.9163,0.0293,1,0
Well-04,2377,87.4549,8.1827,4.9045,2.3853,0.4353,0.9435,0.0238,1,0
Well-04,2377.5,96.2171,8.3147,5.0711,2.3674,0.4438,0.9109,0.0378,1,0
Well-04,2378,92.314,8.5003,5.0433,2.3714,0.446,0.8889,0.0593,1,0
Well-04,2378.5,91.7663,8.6874,4.842,2.3936,0.4394,0.873,0.0642,1,0
Well-04,2379,85.2201,8.7979,4.9569,2.4015,0.4183,0.8645,0.067,1,0
Well-04,2379.5,75.9758,8.7404,5.1749,2.3841,0.4175,0.8605,0.0697,1,0
Well-04,2380,72.1424,8.803,5.3939,2.3458,0.443,0.8723,0.0691,1,0
Well-04,2380.5,70.8392,8.5601,5.7013,2.3461,0.4726,0.8803,0.0693,1,0
Well-04,2381,74.0726,8.2092,5.6066,2.3781,0.5161,0.8841,0.064,1,0
Well-04,2381.5,75.1902,7.9176,5.5879,2.4253,0.4929,0.8704,0.0609,1,0
Well-04,2382,77.2079,7.6129,5.5782,2.4736,0.4779,0.8519,0.0566,1,0
Well-04,2382.5,86.3352,7.0768,5.5147,2.4426,0.4283,0.8444,0.0477,1,0
Well-04,2383,89.7812,6.5019,5.2624,2.4213,0.4581,0.834,0.0378,1,0
Well-04,2383.5,84.1126,5.9087,5.0645,2.3677,0.4515,0.7795,0.038,1,0
Well-04,2384,79.7636,6.322,5.1528,2.395,0.3927,0.8282,0.0329,1,0
Well-04,2384.5,75.9301,6.2027,6.6034,2.4336,0.327,0.7932,0.0273,1,0
Well-04,2385,77.7784,5.8889,6.8571,2.4586,0.2864,0.7496,0.034,1,0
Well-04,2385.5,74.643,6.2105,5.2407,2.4746,0.3066,0.7535,0.0477,1,0
Well-04,2386,75.3732,6.147,4.6132,2.4546,0.2972,0.7634,0.0611,1,0
Well-04,2386.5,75.5559,5.6528,5.3023,2.4652,0.3316,0.7772,0.0661,1,0
Well-04,2387,79.5719,5.6904,5.5818,2.4633,0.3073,0.8055,0.0618,1,0
Well-04,2387.5,77.7464,5.5848,3.4304,2.4584,0.355,0.8321,0.0546,1,0
Well-04,2388,78.6362,6.0606,5.356,2.4403,0.3193,0.8361,0.0535,1,0
Well-04,2388.5,76.4694,6.6328,6.1177,2.4254,0.3145,0.8367,0.0534,1,0
Well-04,2389,80.2663,7.0526,6.4519,2.4624,0.291,0.7901,0.0573,1,0
Well-04,2389.5,79.171,7.0482,7.5507,2.492,0.2925,0.779,0.0471,1,0
Well-04,2390,76.9568,6.9145,6.7324,2.5264,0.29,0.7784,0.0336,1,0
Well-04,2390.5,74.8027,6.8832,6.3351,2.5279,0.2571,0.7669,0.0232,1,0
Well-04,2391,73.7293,6.9697,6.7841,2.5652,0.2375,0.7809,0.0083,1,0
Well-04,2391.5,73.3643,7.1831,8.4021,2.5764,0.2007,0.7908,0.0001,1,0
Well-04,2392,73.9119,7.4418,9.2267,2.5707,0.2056,0.7739,0.0001,1,0
Well-04,2392.5,76.4457,7.5451,8.7284,2.5094,0.2385,0.7848,0.0116,1,0
Well-04,2393,83.2344,7.4594,6.9878,2.4468,0.2626,0.7768,0.0389,1,0
Well-04,2393.5,84.6948,7.1791,4.3016,2.406,0.2745,0.7842,0.0464,1,0
Well-04,2394,81.7956,7.0105,4.397,2.4242,0.2773,0.8193,0.0397,1,0
Well-04,2394.5,81.1022,6.9632,5.5281,2.4354,0.3214,0.8504,0.0271,1,0
Well-04,2395,77.4724,7.0087,4.4558,2.3862,0.3804,0.8774,0.0097,1,0
Well-04,2395.5,80.0064,8.4871,5.2397,2.3912,0.3543,0.8447,0.0044,1,0
Well-04,2396,75.7366,8.955,6.9382,2.4525,0.291,0.8074,0.0001,1,0
Well-04,2396.5,79.5489,12.9027,11.8901,2.58,0.2229,0.7602,0.0001,1,0
