Well_Name,Depth,GR,RESD,RESS,RHOB,NEUTRON,Vshale,PHIE,Sw,PERM
Well-02,2166.5,88.611,2.168,2.6289,1.61,0.602,0.8406,0.0238,1,0.0019
Well-02,2167,89.565,2.0703,2.6582,1.8083,0.5784,0.852,0.0001,1,0
Well-02,2167.5,90.2804,2.0469,2.5898,1.9951,0.5726,0.8312,0.0001,1,0
Well-02,2168,89.8034,2.1191,2.5996,1.9563,0.5655,0.8548,0.0001,1,0
Well-02,2168.5,85.9281,2.2305,2.6504,1.7338,0.6105,0.4784,0.1022,1,12.479
Well-02,2169,87.7764,2.3516,2.7344,1.8006,0.5885,0.4914,0.1045,1,14.2506
Well-02,2169.5,90.4593,2.5,2.9395,1.8932,0.5252,0.5103,0.0001,1,0
Well-02,2170,92.069,2.5781,3.2207,2.0246,0.4399,0.8517,0.0001,1,0
Well-02,2170.5,91.6516,2.5254,3.4492,2.1379,0.402,0.7773,0.0236,1,0.0018
Well-02,2171,84.855,2.6367,3.7773,2.1094,0.4364,0.4708,0.0086,1,0
Well-02,2171.5,84.7358,2.8516,3.9453,1.8835,0.5,0.47,0.0451,1,0.0259
Well-02,2172,83.0664,3.0508,4.1211,1.578,0.5311,0.4582,0.0838,1,3.6982
Well-02,2172.5,87.1205,3.2617,4.0039,1.4796,0.5413,0.4868,0.0243,1,0.0021
Well-02,2173,84.855,3.6328,4.3086,1.4569,0.5427,0.4708,0.1326,1,60.9058
Well-02,2173.5,82.4702,3.7676,4.4805,1.4866,0.5433,0.7416,0.0001,1,0
Well-02,2174,79.0123,4.0156,5.3125,1.5794,0.5735,0.9656,0.0001,1,0
Well-02,2174.5,75.4947,4.6875,6.0312,1.7029,0.579,0.985,0.0001,1,0
Well-02,2175,72.3945,5.4727,8.4453,1.8463,0.5326,0.6261,0.0001,1,0
Well-02,2175.5,64.614,5.8672,10.7109,2.013,0.4539,0.5369,0.162,1,207.0977
Well-02,2176,54.3297,6.8828,14.0625,2.1435,0.3562,0.4189,0.1207,1,34.3552
Well-02,2176.5,43.6876,7.8984,16.0938,2.2453,0.2422,0.2969,0.1154,0.6047,26.1276
Well-02,2177,44.1943,9.1562,16.125,2.2193,0.2212,0.1845,0.1484,0.4499,121.2614
Well-02,2177.5,60.6196,9.7422,15.125,2.1274,0.3022,0.3001,0.1735,0.3699,313.9724
Well-02,2178,81.5759,8.6953,13.1641,1.9224,0.4399,0.4477,0.2356,0.293,1589.2333
Well-02,2178.5,96.779,7.2461,12.6875,1.6379,0.5143,0.5548,0.0001,1,0
Well-02,2179,105.3046,6.3984,11.5938,1.6176,0.5402,0.6148,0.0001,1,0
Well-02,2179.5,110.8492,6.1875,11.8203,1.6319,0.5128,0.6539,0.0001,1,0
Well-02,2180,117.7651,7.1055,11.9141,1.6551,0.5318,0.7026,0.0001,1,0
Well-02,2180.5,120.5673,8.8359,13.1875,1.6853,0.533,0.7223,0.0001,1,0
Well-02,2181,121.8789,9.6484,14.8203,1.7215,0.5373,0.7315,0.0001,1,0
Well-02,2181.5,117.0497,10.3203,18.0781,1.7364,0.5255,0.6975,0.0001,1,0
Well-02,2182,107.272,11.5469,24.6719,1.7407,0.5682,0.6287,0.0147,1,0.0003
Well-02,2182.5,96.6597,13.4297,33.2188,1.7369,0.6234,0.5539,0.0477,0.7714,0.0326
Well-02,2183,89.2669,16.5781,43.75,1.7235,0.67,0.5019,0.0446,0.7172,0.025
Well-02,2183.5,88.4322,20.25,49.9062,1.723,0.6563,0.496,0.0001,1,0
Well-02,2184,97.1963,21.4219,44.6562,1.7319,0.5932,0.5577,0.0001,0.9698,0
Well-02,2184.5,118.3613,19.1406,35.8125,1.7409,0.4892,0.7068,0.0001,0.8569,0
Well-02,2185,142.09,15.5156,29.5312,1.7498,0.4385,0.8739,0.0001,0.9391,0
Well-02,2185.5,153.1793,12.6094,26.1562,1.7284,0.4725,0.952,0.0001,1,0
Well-02,2186,142.6862,10.6953,24.1094,1.642,0.4837,0.8781,0.0001,1,0
Well-02,2186.5,124.3829,9.3516,23.0469,1.7569,0.3482,0.7492,0.0001,1,0
Well-02,2187,105.9008,8.4844,22.0938,2.0773,0.26,0.4219,0.097,0.4715,9.0296
Well-02,2187.5,97.1963,7.9961,21.6094,2.3584,0.2351,0.3679,0.0953,0.4948,8.1325
Well-02,2188,91.2343,7.5625,21.0938,2.4132,0.2018,0.2972,0.0949,0.5116,7.9491
Well-02,2188.5,89.565,7.2617,21.0625,2.4301,0.1866,0.2653,0.0956,0.5196,8.2804
Well-02,2189,86.2262,7.1875,21.3906,2.4175,0.1982,0.2891,0.0949,0.5259,7.9354
Well-02,2189.5,82.351,7.5312,22.5781,2.4358,0.1865,0.265,0.095,0.5125,7.9789
Well-02,2190,76.2697,8.1016,24.6562,2.5013,0.1698,0.2308,0.0946,0.4946,7.7861
Well-02,2190.5,68.4595,8.625,28.3125,2.4957,0.1479,0.1856,0.0947,0.4777,7.8445
Well-02,2191,60.8282,9.2734,33.1875,2.4892,0.139,0.1672,0.0932,0.4666,7.097
Well-02,2191.5,55.0153,10.1953,39.9375,2.4876,0.1373,0.1637,0.0925,0.4468,6.7663
Well-02,2192,55.9692,11.125,47.5938,2.4884,0.1411,0.1715,0.0936,0.4212,7.3039
Well-02,2192.5,55.2538,12.0938,54.9688,2.4847,0.1511,0.1922,0.0978,0.3865,9.5052
Well-02,2193,54.8364,13.0469,59.625,2.4775,0.1547,0.198,0.102,0.3563,12.325
Well-02,2193.5,50.8121,13.5,62,2.4774,0.156,0.1887,0.1074,0.3332,16.8541
Well-02,2194,49.2023,13.5078,60.75,2.4794,0.1734,0.1856,0.1204,0.2986,33.9135
Well-02,2194.5,48.6061,13.2734,58.125,2.4768,0.1839,0.1821,0.1206,0.3011,34.1714
Well-02,2195,52.8392,13.0859,55.2188,2.4679,0.1902,0.2071,0.1193,0.3065,32.0194
Well-02,2195.5,55.0451,12.9688,51.625,2.4577,0.1924,0.2201,0.117,0.3138,28.3926
Well-02,2196,55.85,12.7969,47.2812,2.4462,0.1917,0.2249,0.1138,0.3244,24.0495
Well-02,2196.5,49.5303,12.6172,42.7812,2.4482,0.1912,0.1875,0.1253,0.2982,43.2515
Well-02,2197,45.4164,12.375,39.0625,2.4529,0.1896,0.1632,0.1328,0.2853,61.4009
Well-02,2197.5,42.4653,12.1484,36.2812,2.4555,0.1948,0.1458,0.141,0.2721,88.7167
Well-02,2198,43.1211,12.0391,34.2812,2.4614,0.2032,0.1497,0.1461,0.2643,110.3138
Well-02,2198.5,43.7471,12.0312,33.5625,2.4448,0.2059,0.1534,0.1472,0.2626,115.2211
Well-02,2199,42.5249,12.1094,33.9688,2.4321,0.2039,0.1461,0.1507,0.2558,133.2155
Well-02,2199.5,41.1238,12.3516,35.2812,2.4223,0.1983,0.1378,0.1542,0.2477,152.981
Well-02,2200,42.7634,12.6562,37.6875,2.4173,0.1924,0.1475,0.1498,0.2513,128.0834
Well-02,2200.5,44.9693,12.9375,40.75,2.4118,0.19,0.1606,0.1459,0.2545,109.4472
Well-02,2201,47.1455,13.1641,42.5,2.4004,0.1887,0.1734,0.1415,0.2597,90.6988
Well-02,2201.5,47.2349,13.4062,42.5,2.3982,0.1862,0.174,0.1362,0.2666,71.8885
Well-02,2202,47.7417,13.5781,40.8125,2.401,0.1882,0.177,0.133,0.2709,62.1826
Well-02,2202.5,42.823,13.6875,36.875,2.4066,0.1893,0.1479,0.1344,0.2671,66.1697
Well-02,2203,36.9504,13.6562,32.6875,2.4188,0.1887,0.1132,0.1359,0.2646,70.8343
Well-02,2203.5,31.4804,13.5156,29.5156,2.4292,0.1919,0.0809,0.1374,0.2632,75.8914
Well-02,2204,30.6307,13.2344,27.25,2.4393,0.1959,0.0758,0.1413,0.2592,90.0258
Well-02,2204.5,28.6634,13,25.7812,2.4511,0.2007,0.0642,0.1561,0.2382,164.6913
Well-02,2205,26.7704,12.7266,25.0469,2.4547,0.2001,0.053,0.1718,0.2199,295.565
Well-02,2205.5,25.414,12.3672,24.7812,2.4316,0.1877,0.045,0.1817,0.2117,416.6301
Well-02,2206,25.8314,11.9219,24.5312,2.3919,0.1806,0.0475,0.1854,0.2118,470.728
Well-02,2206.5,24.4303,11.4062,24.2031,2.3524,0.1818,0.0392,0.1889,0.213,528.6171
Well-02,2207,24.5049,10.8984,23.375,2.3323,0.1884,0.0396,0.1892,0.2179,533.9025
Well-02,2207.5,23.6702,10.4297,22.3281,2.3284,0.1912,0.0347,0.1895,0.2228,539.1212
Well-02,2208,24.013,9.9922,21.25,2.334,0.1926,0.0367,0.1936,0.2235,613.1545
Well-02,2208.5,23.3125,9.4141,20.3594,2.3329,0.1958,0.0326,0.2012,0.2224,776.7258
Well-02,2209,23.5062,8.8359,19.625,2.3193,0.198,0.0337,0.2023,0.2289,802.7564
Well-02,2209.5,26.055,8.3047,19.1875,2.3108,0.1931,0.0488,0.1984,0.2412,711.355
Well-02,2210,27.0685,7.832,18.9062,2.3101,0.1886,0.0548,0.1951,0.2528,643.4785
Well-02,2210.5,29.3191,7.3477,18.6875,2.3111,0.1925,0.0681,0.1938,0.2633,618.0472
Well-02,2211,29.0211,6.8398,18.3281,2.3132,0.198,0.0663,0.1924,0.2756,590.1228
Well-02,2211.5,28.4099,6.4297,17.8906,2.3227,0.1991,0.0627,0.1927,0.2844,596.2722
Well-02,2212,26.5021,6.1289,17.375,2.3226,0.1991,0.0514,0.1975,0.2851,693.2472
Well-02,2212.5,26.5319,5.8125,17.2188,2.3111,0.2038,0.0516,0.2057,0.2822,887.5574
Well-02,2213,28.8273,5.5312,17.25,2.2944,0.2127,0.0652,0.2123,0.2812,1036.6913
Well-02,2213.5,28.1118,5.2695,17.5938,2.2889,0.2068,0.0609,0.2086,0.2935,965.0129
Well-02,2214,25.4289,4.9727,18.0469,2.2907,0.1989,0.0451,0.208,0.3036,951.0557
Well-02,2214.5,21.7921,4.6094,18.5625,2.2881,0.1928,0.0236,0.2098,0.3138,986.6821
Well-02,2215,22.0604,4.1875,18.375,2.2838,0.1936,0.0252,0.2112,0.3282,1015.6955
Well-02,2215.5,23.3125,3.7148,17.1562,2.2812,0.1963,0.0326,0.2118,0.3492,1026.1748
Well-02,2216,24.1918,3.2598,14.7812,2.2832,0.1962,0.0378,0.2099,0.3777,989.9418
Well-02,2216.5,23.7148,2.8398,12.4297,2.2887,0.1921,0.035,0.2062,0.4137,901.7043
Well-02,2217,22.8355,2.5059,10.6172,2.2939,0.187,0.0298,0.2032,0.4487,824.109
Well-02,2217.5,23.4018,2.3125,9.25,2.3021,0.1833,0.0331,0.1974,0.4815,691.4081
Well-02,2218,25.1457,2.209,8.1719,2.3072,0.1791,0.0278,0.1944,0.5008,629.4459
Well-02,2218.5,26.2636,2.1172,7.7812,2.3218,0.1753,0.0215,0.1919,0.5188,581.2571
Well-02,2219,27.7392,2.0625,7.5859,2.3534,0.1765,0.0587,0.1789,0.5624,378.9893
Well-02,2219.5,27.5455,2.0273,7.4297,2.3917,0.1792,0.0576,0.1675,0.6044,253.3206
Well-02,2220,28.7975,2.0078,6.6914,2.377,0.1868,0.0972,0.1513,0.6693,136.2799
Well-02,2220.5,33.5372,2.0859,6.4922,2.2592,0.2359,0.139,0.1715,0.5818,293.212
Well-02,2221,55.5518,2.2871,5.8281,2.055,0.3179,0.2644,0.1992,1,730.073
Well-02,2221.5,86.107,2.5234,5.2891,1.8872,0.4209,0.4796,0.0484,1,0.0349
Well-02,2222,107.0336,2.7441,4.8125,1.7999,0.4734,0.7341,0.0251,1,0.0024
Well-02,2222.5,115.8573,2.8164,4.7812,1.7918,0.4568,0.7975,0.0229,1,0
Well-02,2223,110.4319,2.8066,4.6562,1.913,0.4245,0.7585,0.0305,1,0
Well-02,2223.5,109.5972,2.8691,4.8125,2.0429,0.4093,0.7525,0.0097,1,0
Well-02,2224,104.7084,2.9648,5.0078,2.1442,0.3989,0.7173,0.0235,1,0
Well-02,2224.5,104.3507,3.1172,5.3047,2.2323,0.3865,0.7148,0.0159,1,0
Well-02,2225,101.6678,3.3789,5.625,2.3421,0.3444,0.6955,0.005,1,0
Well-02,2225.5,98.9253,3.6836,5.8398,2.4464,0.3009,0.6757,0.014,1,0
Well-02,2226,96.6001,3.9375,6.0508,2.5035,0.2817,0.6511,0.0319,1,0
Well-02,2226.5,97.3752,4.1367,6.2305,2.5252,0.2831,0.6552,0.0105,1,0
Well-02,2227,100.1773,4.2656,6.3867,2.5256,0.2741,0.63,0.0358,1,0
Well-02,2227.5,101.3101,4.3516,6.3906,2.5144,0.2704,0.6195,0.0123,1,0
Well-02,2228,102.5025,4.4844,6.4766,2.4933,0.2739,0.6292,0.0403,1,0
Well-02,2228.5,100.535,4.6094,6.5859,2.4789,0.2799,0.646,0.042,1,0
Well-02,2229,100.2369,4.7344,6.6602,2.4829,0.2758,0.6347,0.0497,1,0
Well-02,2229.5,99.7599,4.8008,6.8359,2.5001,0.2637,0.6007,0.061,1,0
Well-02,2230,100.3561,4.8477,7.0117,2.5208,0.2539,0.5734,0.061,1,0
Well-02,2230.5,104.4699,4.7969,7.1641,2.5317,0.2501,0.5628,0.0535,1,0
Well-02,2231,107.6298,4.8125,7.1016,2.5165,0.2599,0.5902,0.0428,1,0
Well-02,2231.5,112.8763,4.9062,6.9531,2.4808,0.2833,0.6558,0.0349,1,0
Well-02,2232,112.1012,4.9609,6.8242,2.443,0.3055,0.7187,0.0418,1,0
Well-02,2232.5,110.6108,4.9883,6.6523,2.4074,0.3219,0.7668,0.0555,1,0
Well-02,2233,111.3262,5.0117,6.5117,2.3729,0.3332,0.8001,0.0702,1,0
Well-02,2233.5,111.2069,4.9375,6.4609,2.3527,0.3372,0.8122,0.0829,1,0
Well-02,2234,114.6649,4.8125,6.5625,2.3549,0.33,0.7907,0.1018,1,0
Well-02,2234.5,112.8763,4.7305,6.5117,2.3701,0.3202,0.7618,0.1119,1,0
Well-02,2235,111.982,4.7266,6.457,2.3914,0.3089,0.7284,0.1085,1,0
Well-02,2235.5,107.9279,4.7109,6.3516,2.38,0.2944,0.6867,0.1027,1,0
Well-02,2236,104.5891,4.6992,6.1406,2.3336,0.2759,0.6348,0.0943,1,0
Well-02,2236.5,107.2124,4.7266,6.0117,2.3247,0.2678,0.6121,0.0848,1,0
Well-02,2237,106.6162,4.5781,5.8359,2.3414,0.2881,0.6691,0.1229,1,0
Well-02,2237.5,105.7815,4.3867,5.7734,2.3606,0.3232,0.7706,0.1233,1,0
Well-02,2238,103.4564,4.2969,5.7109,2.3695,0.3244,0.7567,0.12,1,0
Well-02,2238.5,103.6352,4.2031,5.6953,2.3652,0.3382,0.7583,0.1089,1,0
Well-02,2239,107.9875,4.1367,5.625,2.361,0.3399,0.7967,0.101,1,0
Well-02,2239.5,107.8682,4.1836,5.5859,2.3752,0.3294,0.7889,0.1057,1,0
Well-02,2240,106.6758,4.1602,5.4844,2.4015,0.3231,0.7703,0.1046,1,0
Well-02,2240.5,103.3968,4.0977,5.4336,2.4221,0.3147,0.7455,0.0909,1,0
Well-02,2241,102.7409,4.0273,5.3672,2.434,0.3113,0.7354,0.0798,1,0
Well-02,2241.5,102.7409,3.9941,5.3477,2.4414,0.3142,0.7442,0.0726,1,0
Well-02,2242,100.4158,3.9727,5.3477,2.4492,0.3262,0.7298,0.0784,1,0
Well-02,2242.5,99.2234,4.0039,5.4297,2.4571,0.3239,0.7193,0.074,1,0
Well-02,2243,98.9253,4.0781,5.4961,2.4603,0.3197,0.7167,0.0695,1,0
Well-02,2243.5,98.806,4.2188,5.6641,2.4579,0.3174,0.7156,0.0682,1,0
Well-02,2244,100.2965,4.3594,5.8281,2.4521,0.3243,0.7288,0.0714,1,0
Well-02,2244.5,102.5025,4.5391,6.1094,2.449,0.3197,0.7483,0.0691,1,0
Well-02,2245,103.6352,4.9141,6.4023,2.4501,0.3148,0.7459,0.0676,1,0
Well-02,2245.5,98.0906,5.4023,6.8203,2.443,0.312,0.7093,0.0706,1,0
Well-02,2246,93.7383,5.7578,7.3438,2.4223,0.3172,0.6708,0.0923,1,0
Well-02,2246.5,89.6246,6.1172,8.1016,2.4066,0.3202,0.6345,0.1113,1,0
Well-02,2247,89.0284,6.5078,8.9453,2.4318,0.3058,0.6292,0.0929,1,0
Well-02,2247.5,84.9742,7.043,10.0234,2.497,0.2919,0.5934,0.0603,1,0
Well-02,2248,85.2723,7.7383,11.2578,2.5528,0.279,0.596,0.0422,1,0
Well-02,2248.5,85.4512,8.4453,12.4297,2.5674,0.2732,0.5976,0.0381,1,0
Well-02,2249,87.7167,8.9844,12.8594,2.5611,0.2691,0.616,0.031,1,0
Well-02,2249.5,89.6246,9.4688,13.3281,2.5591,0.2713,0.6219,0.0315,1,0
Well-02,2250,91.6516,9.5938,13.2266,2.5665,0.2766,0.6367,0.0305,1,0
Well-02,2250.5,91.7113,9.7969,13.1328,2.5783,0.2814,0.6503,0.029,1,0
Well-02,2251,88.0148,10.2734,13.1328,2.5839,0.2806,0.6203,0.0356,1,0
Well-02,2251.5,87.0013,10.6875,14,2.5784,0.275,0.6113,0.0344,1,0
Well-02,2252,88.8495,11.1875,15.0781,2.5676,0.2519,0.5678,0.0318,1,0
Well-02,2252.5,89.8631,11.9141,17.0156,2.5679,0.2348,0.5222,0.0306,1,0
Well-02,2253,85.8089,12.4062,19.625,2.5788,0.2407,0.5379,0.0264,1,0
Well-02,2253.5,80.622,12.7734,22.9219,2.5817,0.2455,0.5508,0.0271,1,0
Well-02,2254,79.7277,13.25,25.5781,2.5775,0.2426,0.543,0.0275,1,0
Well-02,2254.5,79.5488,13.8672,27.3125,2.5767,0.2372,0.5286,0.0275,1,0
Well-02,2255,82.351,14.2188,27.625,2.5819,0.2336,0.519,0.0263,1,0
Well-02,2255.5,82.4702,14.3047,26.0938,2.5905,0.2421,0.5417,0.0256,1,0
Well-02,2256,84.7954,13.8203,23.8125,2.595,0.2498,0.5621,0.0257,1,0
Well-02,2256.5,83.8415,13.0547,21.1719,2.5882,0.2491,0.5602,0.0266,1,0
Well-02,2257,84.0799,11.7109,18.125,2.5718,0.2504,0.5638,0.0294,1,0
Well-02,2257.5,85.1531,10.1562,15.2812,2.5538,0.2551,0.5766,0.0341,1,0
Well-02,2258,90.6381,8.6562,12.5312,2.5202,0.27,0.6183,0.0396,1,0
Well-02,2258.5,97.2559,7.7227,10.7734,2.4504,0.274,0.492,0.0294,1,0
Well-02,2259,100.1177,7.082,9.0547,2.3861,0.2974,0.5432,0.0375,1,0
Well-02,2259.5,102.9794,6.7695,8.2812,2.374,0.3166,0.5869,0.039,1,0
Well-02,2260,100.8927,6.6367,7.6523,2.4054,0.3472,0.658,0.0061,1,0
Well-02,2260.5,105.1853,6.5742,7.7422,2.4398,0.3996,0.7456,0.0079,1,0
Well-02,2261,106.9739,6.6016,7.8672,2.4507,0.4298,0.7609,0.0268,1,0
Well-02,2261.5,110.4915,6.7383,8.7344,2.4543,0.4592,0.8837,0.0001,1,0
Well-02,2262,109.3587,6.9023,9.5781,2.4293,0.4554,0.7812,0.0411,1,0
Well-02,2262.5,109.3587,7.3945,11.0938,2.3792,0.4708,0.7812,0.0616,1,0
Well-02,2263,110.5511,7.9805,12.3984,2.3516,0.4666,0.7914,0.0563,1,0
Well-02,2263.5,112.459,8.5625,13.7188,2.3598,0.4457,0.8077,0.0325,1,0
Well-02,2264,113.4725,9.1172,14.7344,2.3719,0.4334,0.8163,0.0164,1,0
Well-02,2264.5,116.2746,9.4062,15.2891,2.3564,0.435,0.8402,0.0164,1,0
Well-02,2265,121.9385,9.625,15.8281,2.3008,0.4549,0.8886,0.031,1,0
Well-02,2265.5,124.4426,10.4375,16.1875,2.2413,0.4671,0.9099,0.0515,1,0
Well-02,2266,126.1715,11.5625,17.4844,2.2466,0.4618,0.9247,0.0459,1,0
Well-02,2266.5,124.9791,12.7344,18.9531,2.2519,0.4256,0.8511,0.0482,1,0
Well-02,2267,121.7,14.9375,22.1875,2.3063,0.3726,0.7204,0.0635,1,0
Well-02,2267.5,112.2205,17.3281,27.3438,2.4341,0.3228,0.6017,0.0734,1,0
Well-02,2268,102.0851,20.2656,36.375,2.4945,0.2804,0.5062,0.0667,1,0
Well-02,2268.5,89.0284,25.9844,50.0312,2.5392,0.2395,0.418,0.0441,0.8758,0
Well-02,2269,80.9201,34.875,72.875,2.5678,0.2096,0.3557,0.0213,1,0
Well-02,2269.5,75.1966,45.1562,103.625,2.5666,0.2005,0.3478,0.0324,0.8559,0
Well-02,2270,81.6951,55.9062,125.5625,2.5631,0.2072,0.3749,0.0293,0.7765,0
Well-02,2270.5,89.5053,58.625,123.4375,2.5598,0.2168,0.4005,0.0296,0.7278,0
Well-02,2271,94.3942,49.375,104.375,2.5586,0.2147,0.3819,0.034,0.7616,0
Well-02,2271.5,96.6001,41.25,83.4375,2.5568,0.2064,0.3417,0.04,0.8055,0
Well-02,2272,101.9659,35.625,68.625,2.5524,0.2075,0.3405,0.0415,0.8494,0
Well-02,2272.5,107.0336,31.9844,57.5,2.5468,0.2286,0.4188,0.0345,0.8942,0
Well-02,2273,108.226,29.125,48.25,2.5371,0.265,0.5885,0.0111,1,0
Well-02,2273.5,105.6027,26.2656,42.0312,2.5247,0.2888,0.6476,0.0142,0.99,0
Well-02,2274,102.8006,24.3281,39.3125,2.5175,0.2898,0.6342,0.0197,0.9689,0
Well-02,2274.5,102.1447,23.6719,38.0312,2.5131,0.2873,0.5901,0.0322,0.8797,0
Well-02,2275,104.6488,24.1562,38.25,2.5161,0.2968,0.6458,0.0228,0.9228,0
Well-02,2275.5,106.02,25.3906,40.7812,2.5192,0.3135,0.7505,0.004,1,0
Well-02,2276,101.4293,26.5781,46.0625,2.5228,0.321,0.791,0.0001,1,0
Well-02,2276.5,91.4728,27.2344,52.6562,2.5367,0.2853,0.6339,0.0156,0.9685,0
Well-02,2277,84.0203,28.5156,59.8125,2.5605,0.2274,0.4418,0.0255,1,0
Well-02,2277.5,84.7954,31.3438,66.125,2.5725,0.2192,0.4844,0.0036,1,0
Well-02,2278,93.6191,35.25,70.4375,2.5539,0.2608,0.6109,0.0001,1,0
Well-02,2278.5,105.245,39.2812,71.875,2.5216,0.3011,0.6813,0.0146,0.7741,0
Well-02,2279,114.7841,42.4688,73.125,2.5044,0.2983,0.5979,0.0402,0.596,0
Well-02,2279.5,119.1364,44.8438,76.4375,2.5142,0.2952,0.617,0.0306,0.6338,0
Well-02,2280,120.3288,47.9062,84.1875,2.5394,0.2974,0.7357,0.0001,0.8111,0
Well-02,2280.5,117.0497,52.4062,98.1875,2.5644,0.2649,0.6392,0.0001,0.8843,0
Well-02,2281,100.9523,59.1875,121.875,2.5884,0.2065,0.4351,0.0086,1,0
Well-02,2281.5,87.7764,68.875,155.25,2.6055,0.1852,0.4162,0.0001,1,0
Well-02,2282,82.4106,78.875,197.75,2.6018,0.1943,0.4354,0.0001,1,0
Well-02,2282.5,89.4457,89.625,240.25,2.5834,0.1987,0.3773,0.0206,0.7098,0
Well-02,2283,93.2614,100,283.25,2.5698,0.216,0.4216,0.0216,0.615,0
Well-02,2283.5,99.5215,112.9375,320,2.563,0.2381,0.5088,0.0125,0.5906,0
Well-02,2284,105.1257,123.375,344,2.5575,0.2482,0.544,0.01,0.5593,0
Well-02,2284.5,108.3452,125.5,359.25,2.55,0.2513,0.5378,0.0148,0.517,0
Well-02,2285,107.0336,131.5,400.75,2.5396,0.2509,0.5077,0.0246,0.4532,0
Well-02,2285.5,107.5105,137.125,458,2.5295,0.2474,0.4525,0.04,0.3857,0
Well-02,2286,105.5431,145.25,528.5,2.5255,0.2448,0.4206,0.0484,0.3507,0
Well-02,2286.5,100.4158,153.375,614.5,2.5331,0.2417,0.4056,0.0506,0.338,0
Well-02,2287,97.1963,162.5,695,2.5487,0.2292,0.3973,0.0419,0.3687,0
Well-02,2287.5,97.7329,162.875,719,2.5603,0.2132,0.3627,0.0388,0.4009,0
Well-02,2288,100.7735,167.375,713.5,2.5616,0.227,0.4644,0.0171,0.4798,0
Well-02,2288.5,108.7625,164.5,709,2.5482,0.2439,0.5126,0.0165,0.4555,0
Well-02,2289,114.4264,169,695.5,2.5322,0.2561,0.5071,0.0297,0.3724,0
Well-02,2289.5,116.692,173.5,696,2.5204,0.2639,0.499,0.0401,0.3256,0
Well-02,2290,120.0903,173.75,755.5,2.5054,0.2779,0.5457,0.0378,0.3184,0
Well-02,2290.5,124.6214,171.375,862.5,2.478,0.3109,0.6094,0.0489,0.2687,0
Well-02,2291,123.1309,178.25,960.5,2.4505,0.345,0.6416,0.0721,0.2102,0
Well-02,2291.5,110.4319,196,1014,2.4479,0.3072,0.4875,0.0858,0.2001,0
Well-02,2292,104.2911,189.75,1006,2.4775,0.2846,0.4651,0.0712,0.2334,0
Well-02,2292.5,105.5431,154.5,763,2.4982,0.2675,0.436,0.0647,0.2816,0
Well-02,2293,112.0416,118.75,380.25,2.5285,0.2393,0.3241,0.0761,0.3176,0
Well-02,2293.5,119.2556,89.875,185.625,2.5926,0.1927,0.2019,0.0752,0.4126,0
Well-02,2294,112.3993,73.5,116.3125,2.6601,0.1428,0.154,0.0475,0.6983,0
Well-02,2294.5,97.1963,62.1875,85.0625,2.6817,0.1268,0.2769,0.0001,1,0
Well-02,2295,75.9716,54.5938,66,2.6776,0.1436,0.4566,0.0001,1,0
Well-02,2295.5,68.8173,41.9062,56.7812,2.6736,0.1644,0.4992,0.0001,1,0
Well-02,2296,64.3755,34.4062,55.4375,2.6738,0.1704,0.4557,0.0086,1,0
Well-02,2296.5,58.9502,32.7812,52.5625,2.6741,0.1567,0.4026,0.0092,1,0
Well-02,2297,51.6169,31.4219,47.6562,2.6885,0.1425,0.3309,0.0132,1,0.0002
Well-02,2297.5,47.2648,28.4531,42.6875,2.693,0.1396,0.2883,0.0206,1,0.0011
Well-02,2298,49.262,25.8281,36.25,2.6813,0.1555,0.3078,0.0288,1,0.0041
Well-02,2298.5,54.5384,23,29.125,2.6622,0.1723,0.3595,0.0311,1,0.0057
Well-02,2299,56.9232,20.2812,24.6094,2.6371,0.1862,0.3828,0.0382,1,0.0132
Well-02,2299.5,58.2646,17.9062,21.5781,2.6093,0.2018,0.3959,0.0492,1,0.2254
Well-02,2300,62.4379,16.4844,19.4375,2.583,0.2201,0.4368,0.0569,1,0.5457
Well-02,2300.5,71.0232,16,18.5625,2.5743,0.2371,0.5208,0.0544,0.9658,0.4172
Well-02,2301,76.7467,15.9219,18.5781,2.5856,0.2499,0.5768,0.0511,0.9326,0.2851
Well-02,2301.5,76.2697,16.4219,19.2812,2.5802,0.2572,0.5721,0.0551,0.8922,0.4477
Well-02,2302,72.0964,17.2656,20.5156,2.5472,0.2626,0.5313,0.0701,0.808,1.9527
Well-02,2302.5,67.446,17.9062,22.25,2.5095,0.2539,0.4858,0.0615,0.8901,0.8793
Well-02,2303,59.9637,18.9844,24.2188,2.4766,0.2363,0.3914,0.082,0.8183,5.0825
Well-02,2303.5,53.9719,18.75,27.0781,2.4597,0.2182,0.2853,0.1051,0.7855,23.04
Well-02,2304,51.4381,26.2812,29.9531,2.4702,0.2177,0.2627,0.1131,0.6281,36.0161
Well-02,2304.5,53.7335,32.875,32.875,2.5005,0.2237,0.3004,0.1043,0.5636,21.9986
Well-02,2305,52.6603,36,36.0938,2.5333,0.212,0.3241,0.0824,0.614,5.2215
Well-02,2305.5,47.9205,29.9219,38.5,2.5625,0.1799,0.2826,0.0655,0.841,1.2916
Well-02,2306,41.2431,35,38.5938,2.5768,0.1547,0.2294,0.0552,0.9394,0.4567
Well-02,2306.5,40.0805,30.7344,36,2.5545,0.164,0.218,0.0537,1,0.3842
Well-02,2307,42.7336,20.7656,32,2.513,0.1991,0.244,0.0691,1,1.7956
